,MedianICC,MedianICCLower,MedianICCHigher
wavelet-LHL_gldm_HighGrayLevelEmphasis_350_binCount,0.473259955,0.43384069,0.516176161
wavelet-LHL_gldm_LargeDependenceEmphasis_350_binCount,0.709975621,0.676583832,0.743689488
wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis_350_binCount,0.655248835,0.618859808,0.692634492
wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis_350_binCount,0.399540663,0.361787053,0.441621625
wavelet-LHL_gldm_LowGrayLevelEmphasis_350_binCount,0.85173887,0.830871422,0.87187798
wavelet-LHL_gldm_SmallDependenceEmphasis_350_binCount,0.845489141,0.823920356,0.866346572
wavelet-LHL_gldm_SmallDependenceHighGrayLevelEmphasis_350_binCount,0.702292477,0.668419593,0.736575818
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis_350_binCount,0.898509781,0.883341203,0.912932513
wavelet-LHL_ngtdm_Busyness_350_binCount,0.934143253,0.923857438,0.943812926
wavelet-LHL_ngtdm_Coarseness_350_binCount,0.964340895,0.958566021,0.969717854
wavelet-LHL_ngtdm_Complexity_350_binCount,0.764722914,0.735339504,0.793877253
wavelet-LHL_ngtdm_Contrast_350_binCount,0.864500529,0.845108992,0.883139352
wavelet-LHL_ngtdm_Strength_350_binCount,0.879911808,0.862381459,0.896679201
wavelet-LHH_glcm_Autocorrelation_350_binCount,0.381756941,0.344644609,0.423358665
wavelet-LHH_glcm_JointAverage_350_binCount,0.381107697,0.344020513,0.42268985
wavelet-LHH_glcm_ClusterProminence_350_binCount,0.740248868,0.708947018,0.771549574
wavelet-LHH_glcm_ClusterShade_350_binCount,0.748429321,0.717745803,0.779031929
wavelet-LHH_glcm_ClusterTendency_350_binCount,0.818798006,0.794391573,0.842600904
wavelet-LHH_glcm_Contrast_350_binCount,0.816428395,0.791782312,0.840483155
wavelet-LHH_glcm_Correlation_350_binCount,0.69495838,0.660644751,0.729768977
wavelet-LHH_glcm_DifferenceAverage_350_binCount,0.807853479,0.782356799,0.832806448
wavelet-LHH_glcm_DifferenceEntropy_350_binCount,0.768700131,0.73964799,0.797489315
wavelet-LHH_glcm_DifferenceVariance_350_binCount,0.823568539,0.799650622,0.846859602
wavelet-LHH_glcm_JointEnergy_350_binCount,0.664569986,0.628621252,0.701393859
wavelet-LHH_glcm_JointEntropy_350_binCount,0.724988854,0.692594631,0.757539611
wavelet-LHH_glcm_Imc1_350_binCount,0.928056713,0.91690333,0.938562337
wavelet-LHH_glcm_Imc2_350_binCount,0.921559585,0.909495417,0.932946643
wavelet-LHH_glcm_Idm_350_binCount,0.708164357,0.674657363,0.74201405
wavelet-LHH_glcm_Idmn_350_binCount,0.816781393,0.792170884,0.840798734
wavelet-LHH_glcm_Id_350_binCount,0.719630253,0.686871222,0.752603774
wavelet-LHH_glcm_Idn_350_binCount,0.803941666,0.778065582,0.829297503
wavelet-LHH_glcm_InverseVariance_350_binCount,0.68954507,0.654917675,0.724734561
wavelet-LHH_glcm_MaximumProbability_350_binCount,0.667532997,0.631730221,0.704172783
wavelet-LHH_glcm_SumSquares_350_binCount,0.819815071,0.79551211,0.843509382
wavelet-LHH_glcm_SumEntropy_350_binCount,0.781932406,0.754021927,0.809474014
wavelet-LHH_glrlm_GrayLevelNonUniformity_350_binCount,0.957310965,0.950455098,0.963708749
wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized_350_binCount,0.72768441,0.695477382,0.760019314
wavelet-LHH_glrlm_GrayLevelVariance_350_binCount,0.81982522,0.795523293,0.843518446
wavelet-LHH_glrlm_HighGrayLevelRunEmphasis_350_binCount,0.378581636,0.341593459,0.42008625
wavelet-LHH_glrlm_LongRunEmphasis_350_binCount,0.613604111,0.575594707,0.65317574
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis_350_binCount,0.494636238,0.455038297,0.537454161
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis_350_binCount,0.882391385,0.865168585,0.898851612
wavelet-LHH_glrlm_LowGrayLevelRunEmphasis_350_binCount,0.906345321,0.892209943,0.919752157
wavelet-LHH_glrlm_RunEntropy_350_binCount,0.780979963,0.752985274,0.808613045
wavelet-LHH_glrlm_RunLengthNonUniformity_350_binCount,0.982025589,0.979053559,0.984777279
wavelet-LHH_glrlm_RunLengthNonUniformityNormalized_350_binCount,0.712307956,0.679066143,0.745845493
wavelet-LHH_glrlm_RunPercentage_350_binCount,0.714452446,0.681350151,0.747826437
wavelet-LHH_glrlm_RunVariance_350_binCount,0.559252313,0.519966633,0.60086683
wavelet-LHH_glrlm_ShortRunEmphasis_350_binCount,0.708954817,0.675497964,0.742745353
wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis_350_binCount,0.381316537,0.344221251,0.422905002
wavelet-LHH_glrlm_ShortRunLowGrayLevelEmphasis_350_binCount,0.907903518,0.893976314,0.921106355
wavelet-LHH_glszm_GrayLevelNonUniformity_350_binCount,0.985767165,0.983403518,0.987952967
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized_350_binCount,0.756733469,0.72670113,0.786607552
wavelet-LHH_glszm_GrayLevelVariance_350_binCount,0.809463481,0.784124524,0.834249386
wavelet-LHH_glszm_HighGrayLevelZoneEmphasis_350_binCount,0.371195012,0.334506923,0.412460129
wavelet-LHH_glszm_LargeAreaEmphasis_350_binCount,0.768536367,0.739470477,0.797340675
wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis_350_binCount,0.688842445,0.654175042,0.724080473
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis_350_binCount,0.537591751,0.49805725,0.579759831
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis_350_binCount,0.888522672,0.872070027,0.904216172
wavelet-LHH_glszm_SizeZoneNonUniformity_350_binCount,0.931711372,0.921077253,0.941716234
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized_350_binCount,0.600909631,0.56251787,0.641041231
wavelet-LHH_glszm_SmallAreaEmphasis_350_binCount,0.532303797,0.492730757,0.574584163
wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis_350_binCount,0.359481019,0.32330103,0.4003272
wavelet-LHH_glszm_SmallAreaLowGrayLevelEmphasis_350_binCount,0.883375688,0.866275598,0.899713516
wavelet-LHH_glszm_ZoneEntropy_350_binCount,0.660868517,0.624741517,0.697918627
wavelet-LHH_glszm_ZonePercentage_350_binCount,0.760952414,0.731260004,0.790448721
wavelet-LHH_glszm_ZoneVariance_350_binCount,0.768557797,0.739493706,0.797360127
wavelet-LHH_gldm_DependenceEntropy_350_binCount,0.749893118,0.719322665,0.780368759
wavelet-LHH_gldm_DependenceNonUniformity_350_binCount,0.932584265,0.92207491,0.942468997
wavelet-LHH_gldm_DependenceNonUniformityNormalized_350_binCount,0.776377821,0.747980685,0.804449242
wavelet-LHH_gldm_DependenceVariance_350_binCount,0.650806321,0.614217495,0.688450451
wavelet-LHH_gldm_GrayLevelNonUniformity_350_binCount,0.909049116,0.895275537,0.922101554
wavelet-LHH_gldm_GrayLevelVariance_350_binCount,0.819096715,0.794720633,0.842867751
wavelet-LHH_gldm_HighGrayLevelEmphasis_350_binCount,0.379308015,0.34229118,0.420835153
wavelet-LHH_gldm_LargeDependenceEmphasis_350_binCount,0.675533226,0.640139038,0.711662744
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis_350_binCount,0.599205003,0.560765835,0.639407977
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis_350_binCount,0.532629225,0.493058305,0.57490294
wavelet-LHH_gldm_LowGrayLevelEmphasis_350_binCount,0.906148438,0.891986821,0.919581003
wavelet-LHH_gldm_SmallDependenceEmphasis_350_binCount,0.763323584,0.733824922,0.792605314
wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis_350_binCount,0.53825371,0.498724645,0.5804071
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis_350_binCount,0.913939183,0.900826842,0.926345663
wavelet-LHH_ngtdm_Busyness_350_binCount,0.924885408,0.913285491,0.935822677
wavelet-LHH_ngtdm_Coarseness_350_binCount,0.950720259,0.942867993,0.958063271
wavelet-LHH_ngtdm_Complexity_350_binCount,0.659295642,0.623094258,0.696440633
wavelet-LHH_ngtdm_Contrast_350_binCount,0.842135951,0.820196669,0.863374322
wavelet-LHH_ngtdm_Strength_350_binCount,0.893925631,0.878163097,0.908935012
wavelet-HLL_glcm_Autocorrelation_350_binCount,0.552102858,0.512718835,0.593916674
wavelet-HLL_glcm_JointAverage_350_binCount,0.568810988,0.529681873,0.610133647
wavelet-HLL_glcm_ClusterProminence_350_binCount,0.77511081,0.746604171,0.803301845
wavelet-HLL_glcm_ClusterShade_350_binCount,0.801413083,0.775294626,0.82702703
wavelet-HLL_glcm_ClusterTendency_350_binCount,0.852874502,0.832136006,0.872881927
wavelet-HLL_glcm_Contrast_350_binCount,0.811298194,0.786140089,0.835892825
wavelet-HLL_glcm_Correlation_350_binCount,0.833222661,0.810318153,0.855458429
wavelet-HLL_glcm_DifferenceAverage_350_binCount,0.843952442,0.822213364,0.864984837
wavelet-HLL_glcm_DifferenceEntropy_350_binCount,0.841709691,0.819723601,0.862996264
wavelet-HLL_glcm_DifferenceVariance_350_binCount,0.826902866,0.803331202,0.849832399
wavelet-HLL_glcm_JointEnergy_350_binCount,0.772065161,0.743297581,0.800541842
wavelet-HLL_glcm_JointEntropy_350_binCount,0.820210043,0.795947364,0.843862107
wavelet-HLL_glcm_Imc1_350_binCount,0.941367808,0.932129838,0.950032438
wavelet-HLL_glcm_Imc2_350_binCount,0.940208422,0.930800972,0.949035273
wavelet-HLL_glcm_Idm_350_binCount,0.805844459,0.780152251,0.831004873
wavelet-HLL_glcm_Idmn_350_binCount,0.818491299,0.794053735,0.842326885
wavelet-HLL_glcm_Id_350_binCount,0.817154398,0.792581528,0.84113216
wavelet-HLL_glcm_Idn_350_binCount,0.845495692,0.823927635,0.866352375
wavelet-HLL_glcm_InverseVariance_350_binCount,0.808813911,0.783411208,0.833667307
wavelet-HLL_glcm_MaximumProbability_350_binCount,0.781499633,0.753550852,0.809082838
wavelet-HLL_glcm_SumSquares_350_binCount,0.845409942,0.82383236,0.866276406
wavelet-HLL_glcm_SumEntropy_350_binCount,0.866475755,0.847317931,0.884878359
wavelet-HLL_glrlm_GrayLevelNonUniformity_350_binCount,0.952344455,0.944736209,0.959455591
wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized_350_binCount,0.833152548,0.81024056,0.855396075
wavelet-HLL_glrlm_GrayLevelVariance_350_binCount,0.864388924,0.844984224,0.883041062
wavelet-HLL_glrlm_HighGrayLevelRunEmphasis_350_binCount,0.552177244,0.512794162,0.59398907
wavelet-HLL_glrlm_LongRunEmphasis_350_binCount,0.772267692,0.743517363,0.80072546
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis_350_binCount,0.556722064,0.517399747,0.598408977
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis_350_binCount,0.779661663,0.751550938,0.807420928
wavelet-HLL_glrlm_LowGrayLevelRunEmphasis_350_binCount,0.812827509,0.787821063,0.837261979
wavelet-HLL_glrlm_RunEntropy_350_binCount,0.866327483,0.847152067,0.884747857
wavelet-HLL_glrlm_RunLengthNonUniformity_350_binCount,0.990456621,0.988863103,0.99192804
wavelet-HLL_glrlm_RunLengthNonUniformityNormalized_350_binCount,0.810497505,0.785260328,0.835175727
wavelet-HLL_glrlm_RunPercentage_350_binCount,0.801424803,0.775307464,0.827037558
wavelet-HLL_glrlm_RunVariance_350_binCount,0.757085836,0.727081653,0.786928564
wavelet-HLL_glrlm_ShortRunEmphasis_350_binCount,0.80432945,0.778490736,0.829645543
wavelet-HLL_glrlm_ShortRunHighGrayLevelEmphasis_350_binCount,0.556706509,0.517383974,0.598393861
wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis_350_binCount,0.819904006,0.795610111,0.843588808
wavelet-HLL_glszm_GrayLevelNonUniformity_350_binCount,0.970719983,0.965942327,0.975159403
wavelet-HLL_glszm_GrayLevelNonUniformityNormalized_350_binCount,0.844909665,0.823276565,0.865833151
wavelet-HLL_glszm_GrayLevelVariance_350_binCount,0.859434519,0.839450033,0.878674286
wavelet-HLL_glszm_HighGrayLevelZoneEmphasis_350_binCount,0.540430959,0.500920736,0.582535039
wavelet-HLL_glszm_LargeAreaEmphasis_350_binCount,0.439600219,0.400741312,0.482362982
wavelet-HLL_glszm_LargeAreaHighGrayLevelEmphasis_350_binCount,0.36040256,0.32418117,0.401283443
wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis_350_binCount,0.316710295,0.282717888,0.35561495
wavelet-HLL_glszm_LowGrayLevelZoneEmphasis_350_binCount,0.857491442,0.837281995,0.876959827
wavelet-HLL_glszm_SizeZoneNonUniformity_350_binCount,0.886744554,0.870067139,0.902661464
wavelet-HLL_glszm_SizeZoneNonUniformityNormalized_350_binCount,0.842335377,0.820418016,0.863551179
wavelet-HLL_glszm_SmallAreaEmphasis_350_binCount,0.836552475,0.814005225,0.858418225
wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis_350_binCount,0.559724387,0.520445765,0.601325172
wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis_350_binCount,0.809369034,0.784020799,0.83416476
wavelet-HLL_glszm_ZoneEntropy_350_binCount,0.775459384,0.746982815,0.803617557
wavelet-HLL_glszm_ZonePercentage_350_binCount,0.831196037,0.808076032,0.853655496
wavelet-HLL_glszm_ZoneVariance_350_binCount,0.439440455,0.400585015,0.482201583
wavelet-HLL_gldm_DependenceEntropy_350_binCount,0.847063827,0.825670426,0.867741289
wavelet-HLL_gldm_DependenceNonUniformity_350_binCount,0.936162505,0.926167584,0.945552667
wavelet-HLL_gldm_DependenceNonUniformityNormalized_350_binCount,0.838695296,0.816380049,0.860321297
wavelet-HLL_gldm_DependenceVariance_350_binCount,0.777347071,0.749034081,0.805326679
wavelet-HLL_gldm_GrayLevelNonUniformity_350_binCount,0.933889846,0.923567633,0.94359452
wavelet-HLL_gldm_GrayLevelVariance_350_binCount,0.863867055,0.844400864,0.882581409
wavelet-HLL_gldm_HighGrayLevelEmphasis_350_binCount,0.552956548,0.513583425,0.594747423
wavelet-HLL_gldm_LargeDependenceEmphasis_350_binCount,0.778686513,0.750490345,0.806538797
wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis_350_binCount,0.695333471,0.661041946,0.730117491
wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis_350_binCount,0.375303555,0.33844661,0.416704234
wavelet-HLL_gldm_LowGrayLevelEmphasis_350_binCount,0.804031674,0.778164259,0.82937829
wavelet-HLL_gldm_SmallDependenceEmphasis_350_binCount,0.836324701,0.813752886,0.858215861
wavelet-HLL_gldm_SmallDependenceHighGrayLevelEmphasis_350_binCount,0.664776605,0.628837956,0.701587728
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis_350_binCount,0.852977199,0.832250387,0.872972698
wavelet-HLL_ngtdm_Busyness_350_binCount,0.914647524,0.901631702,0.926959902
wavelet-HLL_ngtdm_Coarseness_350_binCount,0.968987977,0.963938025,0.973683005
wavelet-HLL_ngtdm_Complexity_350_binCount,0.699339718,0.665287219,0.73383726
wavelet-HLL_ngtdm_Contrast_350_binCount,0.80732002,0.781771282,0.832328184
wavelet-HLL_ngtdm_Strength_350_binCount,0.905748944,0.891534129,0.919233684
wavelet-HLH_glcm_Autocorrelation_350_binCount,0.403723026,0.365831977,0.44590083
wavelet-HLH_glcm_JointAverage_350_binCount,0.396579521,0.358926305,0.438588274
wavelet-HLH_glcm_ClusterProminence_350_binCount,0.7465878,0.715763088,0.777349257
wavelet-HLH_glcm_ClusterShade_350_binCount,0.717706677,0.684819063,0.750829896
wavelet-HLH_glcm_ClusterTendency_350_binCount,0.801346521,0.775221713,0.826967238
wavelet-HLH_glcm_Contrast_350_binCount,0.784514352,0.756833749,0.811806683
wavelet-HLH_glcm_Correlation_350_binCount,0.705505807,0.671831717,0.739553104
wavelet-HLH_glcm_DifferenceAverage_350_binCount,0.783522946,0.755753802,0.810911219
wavelet-HLH_glcm_DifferenceEntropy_350_binCount,0.765357641,0.73602673,0.794454009
wavelet-HLH_glcm_DifferenceVariance_350_binCount,0.799156724,0.772823887,0.824999465
wavelet-HLH_glcm_JointEnergy_350_binCount,0.675516876,0.640121831,0.711647456
wavelet-HLH_glcm_JointEntropy_350_binCount,0.73146547,0.699525181,0.763494006
wavelet-HLH_glcm_Imc1_350_binCount,0.943522894,0.934601303,0.951885037
wavelet-HLH_glcm_Imc2_350_binCount,0.927138624,0.915855583,0.937769485
wavelet-HLH_glcm_Idm_350_binCount,0.746010728,0.71514201,0.776821759
wavelet-HLH_glcm_Idmn_350_binCount,0.784998258,0.757360997,0.812243658
wavelet-HLH_glcm_Id_350_binCount,0.750387296,0.719855179,0.780819932
wavelet-HLH_glcm_Idn_350_binCount,0.781410489,0.753453825,0.809002254
wavelet-HLH_glcm_InverseVariance_350_binCount,0.727042441,0.694790607,0.759428946
wavelet-HLH_glcm_MaximumProbability_350_binCount,0.702947801,0.669115177,0.737183252
wavelet-HLH_glcm_SumSquares_350_binCount,0.796334235,0.769735749,0.822461142
wavelet-HLH_glcm_SumEntropy_350_binCount,0.772745232,0.744035639,0.801158362
wavelet-HLH_glrlm_GrayLevelNonUniformity_350_binCount,0.952380537,0.944777724,0.959486514
wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized_350_binCount,0.740721101,0.709454321,0.771982037
wavelet-HLH_glrlm_GrayLevelVariance_350_binCount,0.801738189,0.775650767,0.827319051
wavelet-HLH_glrlm_HighGrayLevelRunEmphasis_350_binCount,0.400838513,0.363041707,0.442950171
wavelet-HLH_glrlm_LongRunEmphasis_350_binCount,0.619891668,0.582090844,0.659167434
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis_350_binCount,0.530369041,0.490784067,0.572688237
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis_350_binCount,0.885893417,0.86910882,0.901916962
wavelet-HLH_glrlm_LowGrayLevelRunEmphasis_350_binCount,0.90911868,0.895354445,0.922161974
wavelet-HLH_glrlm_RunEntropy_350_binCount,0.759896823,0.730118786,0.789488133
wavelet-HLH_glrlm_RunLengthNonUniformity_350_binCount,0.983221875,0.980443776,0.985793031
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized_350_binCount,0.751136759,0.720662943,0.781504039
wavelet-HLH_glrlm_RunPercentage_350_binCount,0.752772226,0.722426303,0.782996323
wavelet-HLH_glrlm_RunVariance_350_binCount,0.548612173,0.50918595,0.590517369
wavelet-HLH_glrlm_ShortRunEmphasis_350_binCount,0.747459309,0.716701273,0.778145713
wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis_350_binCount,0.394678957,0.357091524,0.43663977
wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis_350_binCount,0.911322864,0.897855638,0.924075749
wavelet-HLH_glszm_GrayLevelNonUniformity_350_binCount,0.989316628,0.987535113,0.990962236
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized_350_binCount,0.730255579,0.698229408,0.762382605
wavelet-HLH_glszm_GrayLevelVariance_350_binCount,0.806672423,0.781060625,0.831747483
wavelet-HLH_glszm_HighGrayLevelZoneEmphasis_350_binCount,0.395466138,0.357851331,0.437446958
wavelet-HLH_glszm_LargeAreaEmphasis_350_binCount,0.677625342,0.6423415,0.713618244
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis_350_binCount,0.618889928,0.581055018,0.658213649
wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis_350_binCount,0.434514678,0.39576984,0.477221146
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis_350_binCount,0.911478218,0.898031994,0.924210586
wavelet-HLH_glszm_SizeZoneNonUniformity_350_binCount,0.90124906,0.886439105,0.915318523
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized_350_binCount,0.621782205,0.584046591,0.66096662
wavelet-HLH_glszm_SmallAreaEmphasis_350_binCount,0.556858674,0.517538285,0.598541731
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis_350_binCount,0.384652237,0.347429243,0.426339451
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis_350_binCount,0.902635819,0.888008473,0.916525667
wavelet-HLH_glszm_ZoneEntropy_350_binCount,0.630884939,0.593479501,0.669614092
wavelet-HLH_glszm_ZonePercentage_350_binCount,0.776510629,0.748125004,0.804569486
wavelet-HLH_glszm_ZoneVariance_350_binCount,0.677645314,0.642362532,0.713636905
wavelet-HLH_gldm_DependenceEntropy_350_binCount,0.713454776,0.680287381,0.746905022
wavelet-HLH_gldm_DependenceNonUniformity_350_binCount,0.899773039,0.884769501,0.914033108
wavelet-HLH_gldm_DependenceNonUniformityNormalized_350_binCount,0.789825935,0.762625557,0.816599471
wavelet-HLH_gldm_DependenceVariance_350_binCount,0.708560167,0.675078254,0.742380261
wavelet-HLH_gldm_GrayLevelNonUniformity_350_binCount,0.908376921,0.894513141,0.921517651
wavelet-HLH_gldm_GrayLevelVariance_350_binCount,0.80000679,0.773754508,0.825763503
wavelet-HLH_gldm_HighGrayLevelEmphasis_350_binCount,0.401310983,0.363498574,0.443433671
wavelet-HLH_gldm_LargeDependenceEmphasis_350_binCount,0.712898024,0.679694446,0.746390696
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis_350_binCount,0.66113447,0.625020129,0.698168464
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis_350_binCount,0.478037814,0.438566599,0.520945162
wavelet-HLH_gldm_LowGrayLevelEmphasis_350_binCount,0.906264539,0.892118393,0.919681933
wavelet-HLH_gldm_SmallDependenceEmphasis_350_binCount,0.775773076,0.747323605,0.803901647
wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis_350_binCount,0.517942509,0.478308493,0.560482258
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis_350_binCount,0.91914337,0.906744513,0.930855343
wavelet-HLH_ngtdm_Busyness_350_binCount,0.908973686,0.895189977,0.922036038
wavelet-HLH_ngtdm_Coarseness_350_binCount,0.960084353,0.953652703,0.966080961
wavelet-HLH_ngtdm_Complexity_350_binCount,0.571454939,0.532374213,0.612691753
wavelet-HLH_ngtdm_Contrast_350_binCount,0.850116389,0.829065517,0.870443021
wavelet-HLH_ngtdm_Strength_350_binCount,0.915280442,0.902351021,0.927508624
wavelet-HHL_glcm_Autocorrelation_350_binCount,0.299959547,0.266964587,0.33792545
wavelet-HHL_glcm_JointAverage_350_binCount,0.296463311,0.263686436,0.334220476
wavelet-HHL_glcm_ClusterProminence_350_binCount,0.732812126,0.700968014,0.764730536
wavelet-HHL_glcm_ClusterShade_350_binCount,0.56117869,0.521922251,0.602736724
wavelet-HHL_glcm_ClusterTendency_350_binCount,0.79231478,0.765342818,0.81884246
wavelet-HHL_glcm_Contrast_350_binCount,0.76083259,0.731130441,0.790339697
wavelet-HHL_glcm_Correlation_350_binCount,0.599066123,0.560623133,0.639274872
wavelet-HHL_glcm_DifferenceAverage_350_binCount,0.759992023,0.730221692,0.789574778
